date,user_id,position,value_prop_print,click_flag,views_last3_weeks,clicks_last3_weeks,pays_last3_weeks,import_pay_last3_weeks
2020-11-30,44090,1,prepaid,0,1,0,0,0.0
2020-11-30,44090,2,point,1,0,0,0,0.0
2020-11-30,36330,0,prepaid,0,0,0,0,0.0
2020-11-30,5702,0,credits_consumer,0,1,0,0,0.0
2020-11-30,5702,1,point,0,0,0,0,0.0
2020-11-30,5702,2,cellphone_recharge,0,1,0,0,0.0
2020-11-30,80736,0,point,0,0,0,0,0.0
2020-11-30,80736,1,link_cobro,1,1,0,0,0.0
2020-11-30,80736,2,transport,0,1,1,0,0.0
2020-11-30,80736,3,credits_consumer,0,1,0,0,0.0
2020-11-30,42171,0,credits_consumer,0,0,0,0,0.0
2020-11-30,45873,0,link_cobro,0,1,0,0,0.0
2020-11-30,45873,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,45873,2,send_money,0,0,0,0,0.0
2020-11-30,45873,3,credits_consumer,0,0,0,0,0.0
2020-11-30,32456,0,point,0,0,0,0,0.0
2020-11-30,65695,0,send_money,0,0,0,0,0.0
2020-11-30,5594,0,credits_consumer,0,0,0,0,0.0
2020-11-30,5594,1,point,0,0,0,0,0.0
2020-11-30,5594,2,link_cobro,0,1,0,0,0.0
2020-11-30,53507,0,prepaid,0,1,0,0,0.0
2020-11-30,53507,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,53507,2,send_money,0,0,0,0,0.0
2020-11-30,59883,0,cellphone_recharge,1,0,0,0,0.0
2020-11-30,59883,1,credits_consumer,0,0,0,0,0.0
2020-11-30,59883,2,point,0,0,0,0,0.0
2020-11-30,10945,0,credits_consumer,1,1,0,0,0.0
2020-11-30,10945,1,link_cobro,0,1,1,0,0.0
2020-11-30,10945,2,point,1,0,0,0,0.0
2020-11-30,10945,3,prepaid,0,1,0,0,0.0
2020-11-30,81716,0,credits_consumer,0,0,0,0,0.0
2020-11-30,81716,1,point,0,0,0,0,0.0
2020-11-30,37016,0,point,0,0,0,0,0.0
2020-11-30,37016,1,send_money,0,0,0,0,0.0
2020-11-30,37016,2,cellphone_recharge,0,0,0,0,0.0
2020-11-30,73075,0,send_money,0,1,0,0,0.0
2020-11-30,68061,0,cellphone_recharge,0,0,0,0,0.0
2020-11-30,68061,1,prepaid,0,2,0,0,0.0
2020-11-30,68061,2,send_money,0,0,0,0,0.0
2020-11-30,68061,3,point,0,1,0,0,0.0
2020-11-30,96604,0,transport,0,0,0,0,0.0
2020-11-30,96604,1,send_money,0,1,0,0,0.0
2020-11-30,96604,2,credits_consumer,1,2,0,0,0.0
2020-11-30,96604,3,prepaid,0,1,0,0,0.0
2020-11-30,46252,0,send_money,0,0,0,0,0.0
2020-11-30,50712,0,point,0,0,0,0,0.0
2020-11-30,50712,1,cellphone_recharge,0,1,0,0,0.0
2020-11-30,50712,2,transport,1,2,0,0,0.0
2020-11-30,50712,3,prepaid,0,1,1,1,13.17
2020-11-30,11973,0,transport,0,0,0,0,0.0
2020-11-30,82654,0,point,1,1,0,0,0.0
2020-11-30,82654,1,prepaid,0,0,0,0,0.0
2020-11-30,82654,2,credits_consumer,0,1,0,0,0.0
2020-11-30,9905,0,send_money,0,1,0,0,0.0
2020-11-30,9905,1,credits_consumer,0,0,0,0,0.0
2020-11-30,9905,2,cellphone_recharge,0,0,0,0,0.0
2020-11-30,9905,3,prepaid,1,1,0,0,0.0
2020-11-30,35087,0,link_cobro,0,0,0,0,0.0
2020-11-30,35087,1,transport,0,0,0,0,0.0
2020-11-30,10309,0,transport,0,0,0,0,0.0
2020-11-30,10309,1,prepaid,0,0,0,0,0.0
2020-11-30,10309,2,credits_consumer,0,0,0,0,0.0
2020-11-30,76415,0,cellphone_recharge,0,0,0,0,0.0
2020-11-30,4678,0,credits_consumer,0,0,0,0,0.0
2020-11-30,4678,1,prepaid,0,1,0,0,0.0
2020-11-30,21183,0,link_cobro,0,1,0,0,0.0
2020-11-30,40349,0,prepaid,0,1,0,0,0.0
2020-11-30,40349,1,credits_consumer,0,1,0,0,0.0
2020-11-30,40349,2,transport,0,1,0,0,0.0
2020-11-30,16100,0,cellphone_recharge,0,1,0,0,0.0
2020-11-30,16100,1,transport,0,1,0,0,0.0
2020-11-30,16100,2,point,0,2,0,0,0.0
2020-11-30,39277,0,point,0,0,0,0,0.0
2020-11-30,39277,1,credits_consumer,0,0,0,0,0.0
2020-11-30,30674,0,transport,0,0,0,0,0.0
2020-11-30,30674,1,credits_consumer,0,0,0,0,0.0
2020-11-30,81945,0,prepaid,0,0,0,0,0.0
2020-11-30,81945,1,link_cobro,0,0,0,0,0.0
2020-11-30,81945,2,cellphone_recharge,0,0,0,0,0.0
2020-11-30,33421,0,credits_consumer,0,0,0,0,0.0
2020-11-30,33421,1,link_cobro,0,0,0,0,0.0
2020-11-30,47589,0,point,0,1,0,0,0.0
2020-11-30,47589,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,72233,0,send_money,0,0,0,0,0.0
2020-11-30,72233,1,transport,0,0,0,0,0.0
2020-11-30,72233,2,cellphone_recharge,1,0,0,0,0.0
2020-11-30,44392,0,credits_consumer,0,0,0,0,0.0
2020-11-30,44392,1,transport,1,0,0,0,0.0
2020-11-30,44392,2,link_cobro,0,0,0,0,0.0
2020-11-30,95175,0,link_cobro,0,0,0,0,0.0
2020-11-30,95175,1,transport,0,0,0,0,0.0
2020-11-30,63887,0,link_cobro,0,1,1,0,0.0
2020-11-30,63887,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,63887,2,prepaid,0,0,0,0,0.0
2020-11-30,63887,3,send_money,0,1,0,0,0.0
2020-11-30,90587,0,point,0,0,0,0,0.0
2020-11-30,90587,1,link_cobro,0,0,0,0,0.0
2020-11-30,90587,2,transport,0,0,0,0,0.0
2020-11-30,79032,0,prepaid,0,0,0,0,0.0
2020-11-30,79032,1,link_cobro,0,1,1,1,74.86
2020-11-30,79032,2,transport,0,1,0,0,0.0
2020-11-30,71286,0,transport,0,1,0,0,0.0
2020-11-30,71286,1,prepaid,0,2,0,0,0.0
2020-11-30,56509,0,cellphone_recharge,0,1,0,0,0.0
2020-11-30,80281,0,send_money,0,0,0,0,0.0
2020-11-30,80281,1,point,0,0,0,0,0.0
2020-11-30,80281,2,link_cobro,0,0,0,0,0.0
2020-11-30,80281,3,credits_consumer,0,0,0,0,0.0
2020-11-30,53810,0,credits_consumer,0,1,0,0,0.0
2020-11-30,53810,1,cellphone_recharge,0,1,0,0,0.0
2020-11-30,55889,0,prepaid,0,0,0,0,0.0
2020-11-30,55889,1,credits_consumer,0,2,0,0,0.0
2020-11-30,55889,2,link_cobro,0,1,0,0,0.0
2020-11-30,77027,0,cellphone_recharge,0,0,0,0,0.0
2020-11-30,77027,1,prepaid,0,1,0,0,0.0
2020-11-30,77027,2,transport,0,0,0,0,0.0
2020-11-30,77027,3,link_cobro,0,0,0,0,0.0
2020-11-30,17700,0,link_cobro,0,1,0,0,0.0
2020-11-30,17700,1,cellphone_recharge,0,1,0,0,0.0
2020-11-30,17700,2,transport,0,0,0,0,0.0
2020-11-30,97409,0,send_money,0,1,0,0,0.0
2020-11-30,97409,1,prepaid,0,1,0,0,0.0
2020-11-30,97409,2,credits_consumer,0,1,0,0,0.0
2020-11-30,97409,3,transport,0,0,0,0,0.0
2020-11-30,91825,0,transport,0,0,0,0,0.0
2020-11-30,91825,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,91825,2,send_money,0,0,0,0,0.0
2020-11-30,91825,3,prepaid,0,1,0,0,0.0
2020-11-30,86878,0,prepaid,0,0,0,0,0.0
2020-11-30,86878,1,transport,0,0,0,0,0.0
2020-11-30,86878,2,point,0,0,0,0,0.0
2020-11-30,4836,0,credits_consumer,0,1,0,0,0.0
2020-11-30,4836,1,cellphone_recharge,0,0,0,0,0.0
2020-11-30,67112,0,send_money,0,0,0,0,0.0
2020-11-30,67112,1,point,0,0,0,0,0.0
2020-11-30,67112,2,cellphone_recharge,0,1,0,0,0.0
2020-11-30,98598,0,credits_consumer,0,1,0,0,0.0
2020-11-30,93333,0,transport,0,3,1,0,0.0
2020-11-30,93333,1,prepaid,1,0,0,0,0.0
2020-11-30,1105,0,point,1,1,0,0,0.0
2020-11-30,1105,1,transport,0,0,0,0,0.0
2020-11-30,1105,2,prepaid,0,0,0,0,0.0
2020-11-30,1105,3,link_cobro,1,0,0,0,0.0
2020-11-30,49072,0,cellphone_recharge,0,1,0,0,0.0
2020-11-30,49072,1,send_money,0,1,0,1,41.89
2020-11-30,49072,2,point,0,1,0,0,0.0
2020-11-30,6029,0,point,0,1,0,0,0.0
